event_id,entity_id,entity_type,timestamp,source_ip,geo_location,resource,auth_method,session_duration,command_sequence,device_fingerprint,login_status,label,attack_type,hour_of_day,day_of_week,is_weekend,login_date,time_since_last_login,login_frequency,failed_login,failed_login_ratio,avg_session_duration,session_ratio,new_device,new_location,auth_changed,new_resource,resource_count,command_length,prediction,anomaly_score,risk_score
EVT001475,USER429,user,2026-07-01 14:49:14,10.30.50.141,Hyderabad,Payroll_DB,Certificate,705,login>finance_api>update>logout,macOS-62:95:d5:01:95:c4,Success,normal,,14,2,0,2026-07-01,0.0,4,0,0.0,1076.787037037037,0.6547255638774475,1,1,1,1,3,4,anomaly,0.11753543793525922,83.09332176478853
EVT001422,USER414,user,2026-07-01 09:49:50,10.50.213.63,Pune,Firewall,MFA,1353,login>vpn>server>logout,Windows 10-d6:81:8b:af:47:3e,Success,normal,,9,2,0,2026-07-01,0.0,3,0,0.0,1140.6846846846847,1.1861297150439123,1,1,1,1,4,4,anomaly,0.11750764712158368,83.08627404244076
EVT000519,USER150,user,2026-07-01 13:06:13,10.10.235.209,Bangalore,Server,Password,366,login>firewall>router>logout,Windows 11-0a:1e:e4:dd:36:fd,Success,normal,,13,2,0,2026-07-01,0.0,4,0,0.0,353.22330097087377,1.0361717332746962,1,1,1,1,4,4,anomaly,0.11745382150007899,83.07262391905863
EVT001556,USER452,user,2026-07-01 12:57:50,10.50.58.13,Pune,PLC,Certificate,509,login>sensor>read>logout,Windows 10-ac:2b:92:5b:b6:5f,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,430.3809523809524,1.1826731577782694,1,1,1,1,3,4,anomaly,0.1174007749215159,83.05917136018157
EVT000745,USER214,user,2026-07-01 14:54:41,10.30.105.191,Hyderabad,Firewall,Certificate,287,login>firewall>router>logout,Ubuntu 22.04-f8:d1:a4:d1:ef:8b,Success,normal,,14,2,0,2026-07-01,0.0,2,0,0.0,434.1754385964912,0.6610231129788265,1,1,1,1,4,4,anomaly,0.11740039990723172,83.05907625693695
EVT000599,USER173,user,2026-07-01 12:09:30,10.30.232.190,Hyderabad,SCADA,MFA,450,login>plc>scada>logout,Ubuntu 22.04-f8:e7:46:91:38:67,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,413.9009009009009,1.0872167686045753,1,1,1,1,3,4,anomaly,0.11732816571300841,83.04075773806075
EVT000577,USER167,user,2026-07-01 10:31:08,10.10.26.223,Bangalore,Payroll_DB,MFA,349,login>finance_api>update>logout,Ubuntu 22.04-7e:54:6a:ad:0d:1f,Success,normal,,10,2,0,2026-07-01,0.0,4,0,0.0,380.8487394957983,0.9163743077160698,1,1,1,1,8,4,anomaly,0.11732578051859233,83.04015285516
EVT006739,USER434,user,2026-07-04 10:28:35,10.20.110.211,Mumbai,PLC,Certificate,3976,login>scada>plc>router>logout,Windows 11-00:d3:61:50:5d:fb,Success,anomaly,Lateral Movement,10,5,1,2026-07-04,0.0,5,0,0.5,819.7053571428571,4.85052338057011,0,0,0,1,4,5,anomaly,0.11731537111500712,83.03751304089869
EVT001599,USER464,user,2026-07-01 12:10:34,10.50.46.108,Pune,SCADA,Token,1189,login>plc>scada>logout,macOS-6e:fa:46:1f:fb:d4,Success,normal,,12,2,0,2026-07-01,0.0,3,0,0.0,942.7155963302752,1.261249951341041,1,1,1,1,7,4,anomaly,0.11727568730699545,83.02744926716994
EVT000504,USER145,user,2026-07-01 09:11:17,10.40.106.29,Chennai,Sensors,Certificate,350,login>sensor>read>logout,macOS-7e:17:40:20:33:a7,Success,normal,,9,2,0,2026-07-01,0.0,5,0,0.0,462.9059829059829,0.7560930576070901,1,1,1,1,7,4,anomaly,0.11726760152313465,83.02539872052958
EVT047114,USER449,user,2026-07-27 10:34:24,10.20.90.184,Mumbai,Payroll_DB,Token,1194,login>open_payroll>read>logout,Windows 11-c0:1e:09:39:d4:57,Failed,anomaly,Brute Force,10,0,0,2026-07-27,20.0,11,1,0.5,1061.6140350877192,1.124702538339503,0,0,0,0,8,4,anomaly,0.11724574168896074,83.01985508860774
EVT000932,USER270,user,2026-07-01 10:26:41,10.30.46.155,Hyderabad,Firewall,Password,734,login>firewall>router>logout,macOS-b8:9f:2c:47:0f:d3,Success,normal,,10,2,0,2026-07-01,0.0,4,0,0.0,519.0438596491229,1.414138682800696,1,1,1,1,5,4,anomaly,0.11716085361011108,82.99832755733958
EVT000547,USER158,user,2026-07-01 11:59:37,10.30.217.210,Hyderabad,Attendance,Token,415,login>employee_db>update>logout,Windows 10-24:f7:59:35:e8:8a,Success,normal,,11,2,0,2026-07-01,0.0,2,0,0.0,332.5728155339806,1.247847029630711,1,1,1,1,4,4,anomaly,0.11712942540080984,82.99035739512595
EVT001217,USER354,user,2026-07-01 08:01:11,10.20.98.180,Mumbai,Firewall,MFA,1225,login>firewall>router>logout,Ubuntu 22.04-9a:dd:33:78:29:d2,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,1072.9457364341083,1.1417166389711726,1,1,1,1,6,4,anomaly,0.11702381668672923,82.9635751316401
EVT000051,USER015,user,2026-07-01 07:18:21,10.10.50.239,Bangalore,Server,Password,838,login>vpn>server>logout,macOS-fc:50:66:ab:10:00,Success,normal,,7,2,0,2026-07-01,0.0,2,0,0.0,1058.646551724138,0.7915767530109199,1,1,1,1,4,4,anomaly,0.1169904462170297,82.95511241414637
EVT001619,USER469,user,2026-07-01 08:27:39,10.40.126.113,Chennai,Employee_DB,Certificate,616,login>employee_db>update>logout,Windows 11-74:a9:a1:1e:b3:8a,Success,normal,,8,2,0,2026-07-01,0.0,2,0,0.0,478.0175438596491,1.2886556318126767,1,1,1,1,3,4,anomaly,0.11695911034607376,82.94716566884408
EVT000295,USER084,user,2026-07-01 11:02:48,10.30.176.170,Hyderabad,PLC,Password,442,login>plc>scada>logout,Windows 11-ac:c5:8f:58:2b:f6,Success,normal,,11,2,0,2026-07-01,0.0,5,0,0.0,373.77319587628864,1.182535304501324,1,1,1,1,4,4,anomaly,0.11690850189304047,82.93433141614489
EVT000299,USER085,user,2026-07-01 13:39:06,10.30.208.171,Hyderabad,Payroll_DB,Password,225,login>open_payroll>read>logout,Windows 10-ba:76:b4:c1:f8:a7,Success,normal,,13,2,0,2026-07-01,0.0,2,0,0.0,475.3960396039604,0.4732895970009372,1,1,1,1,3,4,anomaly,0.11677470040560667,82.90039949374199
EVT001552,USER451,user,2026-07-01 11:44:37,10.30.130.30,Hyderabad,SCADA,Certificate,1271,login>sensor>read>logout,macOS-b6:67:fc:19:c7:a7,Success,normal,,11,2,0,2026-07-01,0.0,4,0,0.0,1128.360824742268,1.1264127326383495,1,1,1,1,3,4,anomaly,0.1167633078528929,82.89751035385223
EVT001632,USER474,user,2026-07-01 08:01:19,10.50.214.67,Pune,CRM,Certificate,358,login>reports>download>logout,Windows 10-80:04:74:59:37:6e,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,492.1296296296296,0.727450611476952,1,1,1,1,3,4,anomaly,0.1166569216345027,82.87053091605682
EVT000431,USER125,user,2026-07-01 10:15:50,10.50.104.141,Pune,Payroll_DB,Certificate,1215,login>open_payroll>read>logout,Windows 11-ea:ea:cd:56:8c:05,Success,normal,,10,2,0,2026-07-01,0.0,2,0,0.0,1045.6896551724135,1.1619126133553177,1,1,1,1,8,4,anomaly,0.11650313442824733,82.83153063549719
EVT001604,USER465,user,2026-07-01 12:19:10,10.50.193.195,Pune,Firewall,MFA,485,login>firewall>router>logout,macOS-cc:ae:19:a1:84:c6,Success,normal,,12,2,0,2026-07-01,0.0,5,0,0.0,404.01,1.20046533501646,1,1,1,1,4,4,anomaly,0.11646325214652498,82.82141652903539
EVT001662,USER483,user,2026-07-01 11:52:47,10.30.97.1,Hyderabad,Firewall,Password,376,login>vpn>server>logout,macOS-7e:17:40:20:33:a7,Success,normal,,11,2,0,2026-07-01,0.0,2,0,0.0,346.875,1.083963963963964,1,1,1,1,4,4,anomaly,0.11634402068334115,82.79117955010241
EVT000741,USER213,user,2026-07-01 10:16:18,10.20.236.125,Mumbai,Employee_DB,MFA,1319,login>attendance>read>logout,Windows 10-96:47:6c:e3:ec:89,Success,normal,,10,2,0,2026-07-01,0.0,3,0,0.0,1076.8,1.224925705794948,1,1,1,1,3,4,anomaly,0.11633082673549211,82.78783357822132
EVT000536,USER155,user,2026-07-01 08:42:40,10.30.130.241,Hyderabad,Firewall,Token,924,login>vpn>server>logout,Windows 10-4a:db:0c:4f:c4:a7,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,612.3592233009708,1.5089182375977044,1,1,1,1,4,4,anomaly,0.11630233834277004,82.7806089505302
EVT001584,USER460,user,2026-07-01 12:43:49,10.50.144.25,Pune,Payroll_DB,Token,288,login>finance_api>update>logout,Windows 11-34:4f:f7:6e:bf:8c,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,428.2909090909091,0.6724401426388181,1,1,1,1,4,4,anomaly,0.11629288070498889,82.77821050311785
EVT001667,USER485,user,2026-07-01 12:42:22,10.50.47.1,Pune,SCADA,Password,890,login>sensor>read>logout,Windows 10-aa:81:8b:38:0a:0e,Success,normal,,12,2,0,2026-07-01,0.0,4,0,0.0,627.0485436893204,1.4193478462824762,1,1,1,1,3,4,anomaly,0.11617263114375742,82.74771533554576
EVT001223,USER356,user,2026-07-01 08:22:05,10.40.239.194,Chennai,Customer_DB,MFA,441,login>reports>download>logout,Ubuntu 22.04-c8:22:73:23:2d:fc,Success,normal,,8,2,0,2026-07-01,0.0,3,0,0.0,363.5980392156863,1.212877827810284,1,1,1,1,3,4,anomaly,0.1161419616488707,82.73993758254322
EVT000083,USER025,user,2026-07-01 07:45:39,10.20.17.184,Mumbai,Firewall,Token,691,login>vpn>server>logout,Windows 10-a8:40:74:68:13:e0,Success,normal,,7,2,0,2026-07-01,0.0,2,0,0.0,923.5157894736842,0.7482275970547336,1,1,1,1,4,4,anomaly,0.11611042997713039,82.73194118235931
EVT001027,USER299,user,2026-07-01 09:05:18,10.50.106.69,Pune,Server,Token,321,login>vpn>server>logout,Windows 11-a0:42:60:a7:5d:8c,Success,normal,,9,2,0,2026-07-01,0.0,2,0,0.0,455.7669902912621,0.7043072597137015,1,1,1,1,4,4,anomaly,0.11607985933885501,82.72418849929379
EVT025152,USER174,user,2026-07-19 11:21:09,10.50.10.60,Pune,SCADA,Token,1704,login>admin>database>router>logout,macOS-cc:ae:19:a1:84:c6,Success,anomaly,Low and Slow,11,6,1,2026-07-19,78336.0,6,0,0.0,368.16101694915255,4.628409640218217,0,0,0,1,8,5,anomaly,0.11600138045862207,82.70428633433731
EVT001248,USER363,user,2026-07-01 11:09:23,10.10.126.171,Bangalore,Payroll_DB,Token,684,login>finance_api>update>logout,macOS-c6:41:a3:69:be:6b,Success,normal,,11,2,0,2026-07-01,0.0,5,0,0.0,516.3465346534654,1.324691760464804,1,1,1,1,3,4,anomaly,0.11591650477007576,82.6827619452376
EVT001543,USER447,user,2026-07-01 07:32:44,10.20.206.220,Mumbai,Payroll_DB,Password,466,login>finance_api>update>logout,macOS-cc:ae:19:a1:84:c6,Success,normal,,7,2,0,2026-07-01,0.0,2,0,0.0,534.7549019607843,0.8714272618938491,1,1,1,1,3,4,anomaly,0.11579669835849782,82.65237915997116
EVT045348,USER457,user,2026-07-26 08:19:09,10.10.152.23,Bangalore,Payroll_DB,Token,117,login>open_payroll>read>logout,Windows 10-02:9b:e0:f3:43:28,Failed,anomaly,Brute Force,8,6,1,2026-07-26,20.0,10,1,0.4,316.212962962963,0.3700038066235249,0,0,0,0,3,4,anomaly,0.1157658401349756,82.64455354557683
EVT000710,USER204,user,2026-07-01 14:44:44,10.10.148.183,Bangalore,Firewall,Password,289,login>vpn>server>logout,Windows 11-58:89:f5:b0:2f:b8,Success,normal,,14,2,0,2026-07-01,0.0,2,0,0.0,380.9479166666667,0.7586338902409012,1,1,1,1,4,4,anomaly,0.11568092650711559,82.62301953510539
EVT001372,USER401,user,2026-07-01 13:01:42,10.10.237.16,Bangalore,SCADA,Certificate,914,login>sensor>read>logout,Windows 10-d8:0d:dc:16:ec:4e,Success,normal,,13,2,0,2026-07-01,0.0,5,0,0.0,1192.5247524752476,0.7664411142015027,1,1,1,1,3,4,anomaly,0.11558644173601962,82.59905829235261
EVT000283,USER081,user,2026-07-01 09:14:19,10.30.56.30,Hyderabad,Payroll_DB,MFA,333,login>finance_api>update>logout,Ubuntu 22.04-3a:91:ff:b5:a3:25,Success,normal,,9,2,0,2026-07-01,0.0,3,0,0.0,526.8737864077669,0.6320299255546548,1,1,1,1,3,4,anomaly,0.11546480729780684,82.56821192137339
EVT001141,USER333,user,2026-07-01 12:04:13,10.40.250.90,Chennai,Employee_DB,Password,1214,login>attendance>read>logout,macOS-e0:1e:34:88:3f:30,Success,normal,,12,2,0,2026-07-01,0.0,2,0,0.0,1088.3495145631068,1.115450490633363,1,1,1,1,8,4,anomaly,0.11537237326953254,82.544770744934
EVT001116,USER325,user,2026-07-01 11:10:41,10.30.63.103,Hyderabad,Server,Password,351,login>firewall>router>logout,macOS-1a:7e:fd:41:8c:e3,Success,normal,,11,2,0,2026-07-01,0.0,3,0,0.0,528.6857142857143,0.6639105058365758,1,1,1,1,5,4,anomaly,0.1153661431866485,82.54319080219166
EVT000615,USER177,user,2026-07-01 07:44:49,10.30.124.212,Hyderabad,Server,Password,888,login>vpn>server>logout,macOS-12:fa:44:b9:cd:a1,Success,normal,,7,2,0,2026-07-01,0.0,5,0,0.0,1061.6016949152545,0.8364719124444195,1,1,1,1,4,4,anomaly,0.11496513509169504,82.44149555334307
EVT000544,USER157,user,2026-07-01 12:42:56,10.50.146.50,Pune,Finance_API,Token,419,login>finance_api>update>logout,Ubuntu 22.04-c8:22:73:23:2d:fc,Success,normal,,12,2,0,2026-07-01,0.0,5,0,0.0,577.9459459459459,0.7249812944257389,1,1,1,1,4,4,anomaly,0.1149281981014374,82.43212836982923
EVT000088,USER026,user,2026-07-01 07:32:17,10.30.201.86,Hyderabad,CRM,Password,493,login>crm>customer_db>logout,Windows 11-d6:bc:c9:b8:94:30,Success,normal,,7,2,0,2026-07-01,0.0,5,0,0.0,740.6936936936937,0.6655922741038958,1,1,1,1,3,4,anomaly,0.11486475147579711,82.41603836949184
EVT000964,USER281,user,2026-07-01 09:23:36,10.20.168.247,Mumbai,SCADA,Token,728,login>plc>scada>logout,Windows 11-5a:e7:42:c7:a0:f3,Success,normal,,9,2,0,2026-07-01,0.0,6,0,0.0,701.5046728971963,1.037769280984799,1,1,1,1,4,4,anomaly,0.11486309187926136,82.4156174974825
EVT000785,USER224,user,2026-07-01 13:57:39,10.20.113.46,Mumbai,Server,Token,1309,login>firewall>router>logout,Windows 10-ba:76:b4:c1:f8:a7,Success,normal,,13,2,0,2026-07-01,0.0,3,0,0.0,1169.900900900901,1.1188981895748464,1,1,1,1,4,4,anomaly,0.11483262794410565,82.40789187422062
EVT000847,USER243,user,2026-07-01 07:32:34,10.10.133.60,Bangalore,CRM,Password,471,login>reports>download>logout,Windows 10-ce:d2:e1:94:77:e4,Success,normal,,7,2,0,2026-07-01,0.0,5,0,0.0,694.1428571428571,0.678534677917267,1,1,1,1,3,4,anomaly,0.11477276138675063,82.39270977559335
EVT000668,USER191,user,2026-07-01 14:24:16,10.20.3.38,Mumbai,Firewall,Password,317,login>firewall>router>logout,Ubuntu 22.04-f6:e6:55:52:3a:0e,Success,normal,,14,2,0,2026-07-01,0.0,2,0,0.0,410.5242718446602,0.7721833317566928,1,1,1,1,4,4,anomaly,0.11460004068309071,82.34890797916817
EVT001213,USER352,user,2026-07-01 07:19:15,10.50.107.213,Pune,CRM,Token,1027,login>crm>customer_db>logout,macOS-6e:ca:a3:06:2e:fb,Success,normal,,7,2,0,2026-07-01,0.0,4,0,0.0,997.2608695652174,1.02982081353272,1,1,1,1,3,4,anomaly,0.11451854481872759,82.328240710076
EVT000893,USER258,user,2026-07-01 09:37:54,10.40.172.101,Chennai,Firewall,Certificate,435,login>firewall>router>logout,Windows 11-4a:40:a4:5a:a1:90,Success,normal,,9,2,0,2026-07-01,0.0,3,0,0.0,339.7881355932203,1.2802095024317248,1,1,1,1,4,4,anomaly,0.11450386472485952,82.32451785306183
EVT038879,USER114,user,2026-07-23 16:55:58,10.20.10.244,Mumbai,CRM,MFA,260,login>crm>customer_db>logout,Windows 11-2e:cc:b4:cc:be:f6,Failed,anomaly,Brute Force,16,3,0,2026-07-23,20.0,11,1,0.5,362.59016393442624,0.7170630255900171,0,0,0,0,8,4,anomaly,0.1143223892185784,82.27849584751274
EVT049840,USER208,user,2026-08-02 12:57:31,10.40.90.11,Chennai,SCADA,Password,2457,login>admin>database>router>logout,Ubuntu 22.04-68:73:83:0b:02:98,Success,anomaly,Low and Slow,12,6,1,2026-08-02,86400.0,1,0,0.0,911.532786885246,2.6954598181769134,0,0,0,1,6,5,anomaly,0.1140120839999762,82.19980275672009
EVT001495,USER435,user,2026-07-01 11:22:14,10.30.226.72,Hyderabad,Payroll_DB,Certificate,1033,login>open_payroll>read>logout,Windows 10-d8:0d:dc:16:ec:4e,Success,normal,,11,2,0,2026-07-01,0.0,5,0,0.0,1154.0185185185185,0.8951329492754786,1,1,1,1,3,4,anomaly,0.11387982601493984,82.16626226497006
EVT000149,USER045,user,2026-07-01 08:32:19,10.50.84.2,Pune,Server,Token,581,login>firewall>router>logout,Windows 11-be:ab:db:d0:e3:bd,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,512.3465346534654,1.133998106170406,1,1,1,1,4,4,anomaly,0.1138631692900407,82.16203813631795
EVT000564,USER163,user,2026-07-01 12:06:44,10.40.166.95,Chennai,Payroll_DB,Token,1239,login>open_payroll>read>logout,Ubuntu 22.04-22:17:f8:af:a9:f4,Success,normal,,12,2,0,2026-07-01,0.0,5,0,0.0,964.5128205128206,1.2845863462356444,1,1,1,1,3,4,anomaly,0.11382965057676786,82.15353782440339
EVT001260,USER366,user,2026-07-01 07:00:22,10.40.221.104,Chennai,Payroll_DB,Token,1207,login>finance_api>update>logout,macOS-72:92:d1:2a:a3:9f,Success,normal,,7,2,0,2026-07-01,0.0,3,0,0.0,1192.1818181818182,1.0124294646942198,1,1,1,1,3,4,anomaly,0.11375134474015425,82.13367954313443
EVT000049,USER014,user,2026-07-01 11:03:36,10.10.207.20,Bangalore,Invoices,MFA,1152,login>finance_api>update>logout,Windows 10-30:cc:16:59:bf:2c,Success,normal,,11,2,0,2026-07-01,0.0,4,0,0.0,1028.0776699029127,1.1205379065462924,1,1,1,1,3,4,anomaly,0.11372748623098727,82.12762904924807
EVT001241,USER361,user,2026-07-01 12:38:39,10.10.85.16,Bangalore,Router,Token,542,login>vpn>server>logout,Windows 10-f0:d3:b2:cc:1a:1f,Success,normal,,12,2,0,2026-07-01,0.0,2,0,0.0,520.125,1.042057197788993,1,1,1,1,6,4,anomaly,0.11370603630805276,82.12218937040355
EVT001202,USER350,user,2026-07-01 13:31:04,10.20.105.5,Mumbai,SCADA,Password,247,login>sensor>read>logout,Windows 11-fc:35:c3:cf:a2:ed,Success,normal,,13,2,0,2026-07-01,0.0,3,0,0.0,425.61344537815125,0.5803388090349076,1,1,1,1,3,4,anomaly,0.11357456103683894,82.08884737409028
EVT001593,USER462,user,2026-07-01 12:30:30,10.30.195.239,Hyderabad,Firewall,MFA,459,login>vpn>server>logout,Ubuntu 22.04-a0:a4:0d:e4:ca:9b,Success,normal,,12,2,0,2026-07-01,0.0,3,0,0.0,346.06481481481484,1.3263411371237457,1,1,1,1,4,4,anomaly,0.11345934378919098,82.05962839617273
EVT001366,USER399,user,2026-07-01 07:39:06,10.30.46.233,Hyderabad,Payroll_DB,Token,1044,login>finance_api>update>logout,Windows 11-74:a9:a1:1e:b3:8a,Success,normal,,7,2,0,2026-07-01,0.0,3,0,0.0,1101.6846846846847,0.9476395692101368,1,1,1,1,3,4,anomaly,0.11343676213459108,82.0539017113181
EVT000181,USER052,user,2026-07-01 08:28:50,10.30.115.173,Hyderabad,Payroll_DB,Certificate,551,login>open_payroll>read>logout,macOS-c8:c7:25:b8:a5:03,Success,normal,,8,2,0,2026-07-01,0.0,2,0,0.0,454.5392156862746,1.212216638267584,1,1,1,1,3,4,anomaly,0.11339738923684817,82.04391678412026
EVT001444,USER420,user,2026-07-01 11:26:07,10.50.216.155,Pune,Firewall,Token,499,login>firewall>router>logout,macOS-14:ee:58:93:d2:8a,Success,normal,,11,2,0,2026-07-01,0.0,2,0,0.0,458.69444444444446,1.087870162901956,1,1,1,1,4,4,anomaly,0.11333042519425984,82.0269347703888
EVT000175,USER051,user,2026-07-01 08:00:36,10.10.48.41,Bangalore,Payroll_DB,Token,906,login>finance_api>update>logout,Ubuntu 22.04-c8:bf:b2:6f:bd:9c,Success,normal,,8,2,0,2026-07-01,0.0,5,0,0.0,1134.7567567567569,0.7984089934740152,1,1,1,1,4,4,anomaly,0.11329330420552186,82.01752092504573
EVT001539,USER446,user,2026-07-01 10:51:04,10.10.60.35,Bangalore,Payroll_DB,Password,883,login>open_payroll>read>logout,Windows 11-4a:40:a4:5a:a1:90,Success,normal,,10,2,0,2026-07-01,0.0,5,0,0.0,630.7766990291262,1.3998614745267046,1,1,1,1,3,4,anomaly,0.11320949054613083,81.99626586546975
EVT000774,USER222,user,2026-07-01 10:59:13,10.30.161.87,Hyderabad,SCADA,Certificate,414,login>plc>scada>logout,Ubuntu 22.04-22:8a:d6:00:a1:7b,Success,normal,,10,2,0,2026-07-01,0.0,5,0,0.0,402.697247706422,1.0280676174420196,1,1,1,1,4,4,anomaly,0.113117597181434,81.97296180076886
EVT000266,USER076,user,2026-07-01 12:04:56,10.30.3.101,Hyderabad,Payroll_DB,Password,1161,login>open_payroll>read>logout,Windows 11-50:f2:25:e1:1b:ee,Success,normal,,12,2,0,2026-07-01,0.0,5,0,0.0,1021.816513761468,1.1362118192102568,1,1,1,1,3,4,anomaly,0.11309556763714257,81.96737513053219
EVT000217,USER062,user,2026-07-01 07:11:33,10.50.28.216,Pune,Firewall,Certificate,1049,login>firewall>router>logout,macOS-44:21:4e:4e:a9:54,Success,normal,,7,2,0,2026-07-01,0.0,4,0,0.0,903.4864864864865,1.1610577642166982,1,1,1,1,5,4,anomaly,0.11293593123753742,81.92689150043236
EVT001423,USER415,user,2026-07-01 07:03:30,10.10.42.81,Bangalore,CRM,Token,509,login>reports>download>logout,Windows 11-62:b3:ff:0e:bd:d5,Success,normal,,7,2,0,2026-07-01,0.0,4,0,0.0,558.6126126126126,0.9111860142566848,1,1,1,1,3,4,anomaly,0.11290763067938081,81.91971450739779
EVT001032,USER301,user,2026-07-01 11:17:12,10.30.66.68,Hyderabad,Employee_DB,MFA,431,login>employee_db>update>logout,Windows 11-94:bd:7a:90:79:31,Success,normal,,11,2,0,2026-07-01,0.0,3,0,0.0,341.89256198347107,1.2606299402934564,1,1,1,1,3,4,anomaly,0.11287321127870431,81.91098578206514
EVT000396,USER115,user,2026-07-01 08:53:29,10.30.55.243,Hyderabad,CRM,Password,1140,login>reports>download>logout,macOS-74:23:cd:b0:ab:92,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,872.8508771929825,1.3060650218581982,1,1,1,1,3,4,anomaly,0.11281362187543864,81.89587396943566
EVT001465,USER426,user,2026-07-01 14:09:15,10.50.235.244,Pune,Attendance,Certificate,557,login>attendance>read>logout,macOS-f4:a7:d8:74:6f:bb,Success,normal,,14,2,0,2026-07-01,0.0,4,0,0.0,452.9568965517241,1.2296975810288715,1,1,1,1,3,4,anomaly,0.11275064643513555,81.87990346122506
EVT001075,USER313,user,2026-07-01 08:25:44,10.30.229.242,Hyderabad,Payroll_DB,Certificate,1177,login>open_payroll>read>logout,Windows 10-24:f7:59:35:e8:8a,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,1153.261261261261,1.0205840077492734,1,1,1,1,3,4,anomaly,0.11272662528785271,81.8738117224764
EVT001594,USER463,user,2026-07-01 11:47:47,10.20.192.48,Mumbai,Firewall,MFA,690,login>firewall>router>logout,Windows 11-86:23:a1:bc:f3:2d,Success,normal,,11,2,0,2026-07-01,0.0,5,0,0.0,537.9454545454546,1.2826579240882818,1,1,1,1,6,4,anomaly,0.11270584891286872,81.86854285471348
EVT001292,USER377,user,2026-07-01 10:06:58,10.10.146.83,Bangalore,Payroll_DB,Certificate,441,login>finance_api>update>logout,Windows 10-a6:6d:73:6b:8e:4b,Success,normal,,10,2,0,2026-07-01,0.0,4,0,0.0,440.196261682243,1.0018258635697757,1,1,1,1,4,4,anomaly,0.11268469286921567,81.86317770335863
EVT000901,USER261,user,2026-07-01 16:22:24,10.50.135.186,Pune,Firewall,MFA,367,login>firewall>router>logout,macOS-12:f8:b3:20:c0:d3,Success,normal,,16,2,0,2026-07-01,0.0,2,0,0.0,515.757281553398,0.7115750240009037,1,1,1,1,4,4,anomaly,0.11254668044175498,81.8281778908076
EVT001106,USER321,user,2026-07-01 11:32:18,10.20.75.89,Mumbai,Firewall,Password,989,login>vpn>server>logout,Windows 11-2a:c8:85:ed:04:f7,Success,normal,,11,2,0,2026-07-01,0.0,2,0,0.0,1177.5922330097087,0.8398492893183392,1,1,1,1,5,4,anomaly,0.11247254676582374,81.80937766528406
EVT000998,USER290,user,2026-07-01 11:53:03,10.30.171.254,Hyderabad,Attendance,MFA,1096,login>attendance>read>logout,Windows 10-b6:da:7b:8c:fe:6e,Success,normal,,11,2,0,2026-07-01,0.0,4,0,0.0,1176.9805825242718,0.9311963309109208,1,1,1,1,3,4,anomaly,0.11246124031964999,81.8065103619261
EVT000237,USER067,user,2026-07-01 09:21:03,10.50.69.5,Pune,Router,MFA,1148,login>vpn>server>logout,Windows 10-30:cc:16:59:bf:2c,Success,normal,,9,2,0,2026-07-01,0.0,2,0,0.0,1236.436974789916,0.9284743366681166,1,1,1,1,5,4,anomaly,0.11231148721944562,81.76853312659648
EVT000379,USER110,user,2026-07-01 07:04:43,10.10.175.151,Bangalore,SCADA,Password,729,login>plc>scada>logout,Windows 10-00:8f:cd:8a:25:52,Success,normal,,7,2,0,2026-07-01,0.0,2,0,0.0,938.7307692307692,0.7765804892039169,1,1,1,1,4,4,anomaly,0.11223276612179545,81.74856953554703
EVT000095,USER029,user,2026-07-01 09:17:58,10.30.117.95,Hyderabad,Firewall,Token,1235,login>vpn>server>logout,macOS-f4:a7:d8:74:6f:bb,Success,normal,,9,2,0,2026-07-01,0.0,2,0,0.0,1171.8761904761905,1.0538655960730452,1,1,1,1,6,4,anomaly,0.11222450646213233,81.7464748941784
EVT001383,USER403,user,2026-07-01 10:22:25,10.30.28.243,Hyderabad,Server,MFA,941,login>firewall>router>logout,macOS-74:23:cd:b0:ab:92,Success,normal,,10,2,0,2026-07-01,0.0,3,0,0.0,687.6826923076923,1.368363651617053,1,1,1,1,4,4,anomaly,0.11217148852262282,81.73302959813647
EVT000538,USER156,user,2026-07-01 08:26:05,10.20.22.140,Mumbai,Firewall,Password,1070,login>vpn>server>logout,Ubuntu 22.04-6e:0d:79:8c:13:cc,Success,normal,,8,2,0,2026-07-01,0.0,4,0,0.0,1120.330188679245,0.9550755757652308,1,1,1,1,4,4,anomaly,0.11216541051329576,81.73148822109498
EVT008073,USER301,user,2026-07-05 11:33:27,10.30.109.88,Hyderabad,Recruitment,MFA,282,login>attendance>read>logout,Windows 11-94:bd:7a:90:79:31,Failed,anomaly,Brute Force,11,6,1,2026-07-05,20.0,11,1,0.5,341.89256198347107,0.8248205177790133,0,0,0,0,3,4,anomaly,0.1121542270482383,81.72865210562419
